ident;iso_country;iata_code
SK-217;CO;MND
YMUG;AU;MNE
NFMA;FJ;MNF
YMGD;AU;MNG
OM-0004;OM;MNH
TRPG;MS;MNI
FMSM;MG;MNJ
NGMA;KI;MNK
RPLL;PH;MNL
KMNM;US;MNM
KMNN;US;MNN
FZRA;CD;MNO
YMTO;AU;MNQ
FLMG;ZM;MNR
FLMA;ZM;MNS
VYMM;MM;MNU
YMDS;AU;MNW
SBMY;BR;MNX
AGGO;SB;MNY
KHEF;US;MNZ
MUMO;CU;MOA
KMOB;US;MOB
SBMK;BR;MOC
KMOD;US;MOD
VYMO;MM;MOE
WATC;ID;MOF
VYMS;MM;MOG
MOH;ID;MOH
NCMR;CK;MOI
SMMO;SR;MOJ
ENML;NO;MOL
GQNL;MR;MOM
NZMC;NZ;MON
YOOM;AU;MOO
FMMV;MG;MOQ
KMOT;US;MOT
PAMO;US;MOU
YMRB;AU;MOV
SK-109;CO;MOY
NTTM;PF;MOZ
FYKM;NA;MPA
X44;US;MPB
WIPU;ID;MPC
OPMP;PK;MPD
AYPO;PG;MPF
MPG;PG;MPG
RPVE;PH;MPH
MPI;PA;MPI
KMPJ;US;MPJ
LFMT;FR;MPL
FQMA;MZ;MPM
EGYP;FK;MPN
KMPO;US;MPO
PA-0011;PA;MPP
WPMN;TL;MPT
ID-MPT;ID;MPT
MPU;PG;MPU
KMPV;US;MPV
UKCM;UA;MPW
MPX;PG;MPX
SOOA;GF;MPY
KMPZ;US;MPZ
YMDI;AU;MQA
KMQB;US;MQB
LFVM;PM;MQC
SAVQ;AR;MQD
YMQA;AU;MQE
USCM;RU;MQF
FYMG;NA;MQG
SBMC;BR;MQH
UEMA;RU;MQJ
SLTI;BO;MQK
YMIA;AU;MQL
LTCR;TR;MQM
ENRA;NO;MQN
MQO;PG;MQO
FAKN;ZA;MQP
FTTD;TD;MQQ
SK-365;CO;MQR
TVSM;VC;MQS
KSAW;US;MQT
SKQU;CO;MQU
DA14;DZ;MQV
HAMK;ET;MQX
KMQY;US;MQY
YMGT;AU;MQZ
LY-MRA;LY;MRA
KMRB;US;MRB
KMRC;US;MRC
SVMD;VE;MRD
HKMS;KE;MRE
KE-MRE;KE;MRE
KMRF;US;MRF
YMBA;AU;MRG
AYRV;PG;MRH
PAMR;US;MRI
KMKY;US;MRK
AYMA;PG;MRM
KMRN;US;MRN
NZMS;NZ;MRO
YALA;AU;MRP
RPUW;PH;MRQ
SEMA;EC;MRR
LFML;FR;MRS
MRT;AU;MRT
FIMP;MU;MRU
URMM;RU;MRV
EKMB;DK;MRW
OIAM;IR;MRX
KMRY;US;MRY
YMOR;AU;MRZ
CZMD;CA;MSA
MSB;MF;MSB
KFFZ;US;MSC
YMNS;AU;MSF
OOMA;OM;MSH
ID-MSI;ID;MSI
RJSM;JP;MSJ
KMSL;US;MSL
FZCV;CD;MSM
KMSN;US;MSN
KMSO;US;MSO
KMSP;US;MSP
UMMS;BY;MSQ
LTCK;TR;MSR
KMSS;US;MSS
EHBK;NL;MST
FXMM;LS;MSU
KMSV;US;MSV
HHMS;ER;MSW
FCMM;CG;MSX
KMSY;US;MSY
FNMO;AO;MSZ
NZMA;NZ;MTA
SKML;CO;MTB
KMTC;US;MTC
YMSF;AU;MTD
SNMA;BR;MTE
HAMT;ET;MTF
SWVB;BR;MTG
KMTH;US;MTH
GVMT;CV;MTI
KMTJ;US;MTJ
NGMN;KI;MTK
YMND;AU;MTL
PAMM;US;MTM
KMTN;US;MTN
KMTO;US;MTO
KMTP;US;MTP
YMIT;AU;MTQ
SKMR;CO;MTR
FDMS;SZ;MTS
MMMT;MX;MTT
MTU;MZ;MTU
NVSA;VU;MTV
KMTW;US;MTW
MTF;US;MTX
MMMY;MX;MTY
LLMZ;IL;MTZ
AGGM;SB;MUA
FBMN;BW;MUB
EDDM;DE;MUC
FQMD;MZ;MUD
PHMU;US;MUE
ID-MUF;ID;MUF
MMMG;MX;MUG
HEMM;EG;MUH
KMUI;US;MUI
HAMR;ET;MUJ
NCMK;CK;MUK
KE-MUM;KE;MUM
SVMT;VE;MUN
KMUO;US;MUO
YMUP;AU;MUP
YMUC;AU;MUQ
WBGM;MY;MUR
RJAM;JP;MUS
KMUT;US;MUT
DAOV;DZ;MUW
OPMT;PK;MUX
FCBM;CG;MUY
HTMU;TZ;MUZ
BIRL;IS;MVA
FOON;GA;MVB
KMVC;US;MVC
SUMU;UY;MVD
KMVE;US;MVE
SBMS;BR;MVF
YMUK;AU;MVK
KMVL;US;MVL
K0V7;US;MVM
FTTM;TD;MVO
SKMU;CO;MVP
UMOO;BY;MVQ
FKKL;CM;MVR
SNMU;BR;MVS
NTGV;PF;MVT
YMGV;AU;MVU
LFHM;FR;MVV
KBVS;US;MVW
FOGV;GA;MVX
KMVY;US;MVY
FVMV;ZW;MVZ
KMWA;US;MWA
YMRW;AU;MWB
KMWC;US;MWC
OPMI;PK;MWD
HSMN;SD;MWE
NVSN;VU;MWF
AYMW;PG;MWG
KMWH;US;MWH
AYRM;PG;MWI
SYMR;GY;MWJ
WIOM;ID;MWK
KMWL;US;MWL
HTMD;TZ;MWN
KMWO;US;MWO
NP-MWP;NP;MWP
VYMW;MM;MWQ
MWR;ZA;MWR
YMWT;AU;MWT
VDMK;KH;MWV
RKJB;KR;MWX
AU-MWY;AU;MWY
HTMW;TZ;MWZ
KMXA;US;MXA
WAWM;ID;MXB
MXC;US;MXC
YMWX;AU;MXD
KMEB;US;MXE
KMXF;US;MXF
9B1;US;MXG
AYMR;PG;MXH
RPMQ;PH;MXI
DNMN;NG;MXJ
MXK;PG;MXK
MMML;MX;MXL
FMSR;MG;MXM
LFRU;FR;MXN
LIMC;IT;MXP
MXR;TD;MXR
UA-0049;UA;MXR
NSMA;WS;MXS
FMMO;MG;MXT
YMWA;AU;MXU
ZMMN;MN;MXV
MN-MXW;MN;MXW
ESKM;SE;MXX
PAMX;US;MXY
ZGMX;CN;MXZ
YMRY;AU;MYA
FOOY;GA;MYB
SVBS;VE;MYC
HKML;KE;MYD
RJTQ;JP;MYE
KMYF;US;MYF
MYMM;BS;MYG
YMUI;AU;MYI
RJOM;JP;MYJ
MYK;US;MYK
KMYL;US;MYL
SYMM;GY;MYM
OYMB;YE;MYN
AU-MYO;AU;MYO
UTAM;TM;MYP
VOMY;IN;MYQ
KMYR;US;MYR
MYS;ET;MYS
VYMK;MM;MYT
PAMY;US;MYU
KMYV;US;MYV
HTMT;TZ;MYW
MYX;PG;MYX
WBGR;MY;MYY
FWMY;MW;MYZ
SPMF;PE;MZA
FQMP;MZ;MZB
FOOM;GA;MZC
EC-MZD;EC;MZD
MZE;BZ;MZE
RCQC;TW;MZG
LTAP;TR;MZH
GAMB;ML;MZI
KMZJ;US;MZJ
NGMK;KI;MZK
SKMZ;CO;MZL
MUMZ;CU;MZO
NZMK;NZ;MZP
FAMU;ZA;MZQ
OAMS;AF;MZR
MY-MZS;MY;MZS
MMMZ;MX;MZT
VEMZ;IN;MZU
WBMU;MY;MZV
DAAY;DZ;MZW
FAMO;ZA;MZY
KMZZ;US;MZZ
YNBR;AU;NAA
YNRC;AU;NAC
SK-223;CO;NAD
DBBN;BJ;NAE
ID-NAF;ID;NAF
VANP;IN;NAG
WAMH;ID;NAH
SYAN;GY;NAI
UBBN;AZ;NAJ
VTUQ;TH;NAK
URMN;RU;NAL
WAPR;ID;NAM
NFFN;FJ;NAN
ZUNC;CN;NAO
LIRN;IT;NAP
BGQQ;GL;NAQ
SKPN;CO;NAR
MYNN;BS;NAS
SBSG;BR;NAT
NTGN;PF;NAU
LTAZ;TR;NAV
VTSC;TH;NAW
ZBNY;CN;NAY
AGNA;SB;NAZ
AYNY;PG;NBA
SK-209;CO;NBB
UWKE;RU;NBC
TN-0002;TN;NBE
KNBG;US;NBG
YNHS;AU;NBH
MPWN;PA;NBL
FGAB;GQ;NBN
HKJK;KE;NBO
NBS;CN;NBS
MUGM;CU;NBW
WABI;ID;NBX
MBNC;TC;NCA
LFMN;FR;NCE
MMCG;MX;NCG
HTNA;TZ;NCH
SKNC;CO;NCI
AR-0346;AR;NCJ
EGNT;GB;NCL
PFCB;US;NCN
KOQU;US;NCO
MNSC;NI;NCR
FANC;ZA;NCS
MRNC;CR;NCT
UTNN;UZ;NCU
LFLP;FR;NCY
WAPC;ID;NDA
GQPP;MR;NDB
VAND;IN;NDC
FNSU;AO;NDD
HKMA;KE;NDE
AO-NDF;AO;NDF
ZYQQ;CN;NDG
NDI;PG;NDI
FTTJ;TD;NDJ
MH-NDK;MH;NDK
FEFN;CF;NDL
HAMN;ET;NDM
NDN;PG;NDN
GMMW;MA;NDR
YSAN;AU;NDS
FYRU;NA;NDU
EGES;GB;NDY
SAZO;AR;NEC
UWUF;RU;NEF
MKNG;JM;NEG
HANJ;ET;NEJ
HANK;ET;NEK
KNEL;US;NEL
KNEN;US;NEN
UELL;RU;NER
VLSN;LA;NEU
TKPN;KN;NEV
KNEW;US;NEW
USRN;RU;NFG
KNFL;US;NFL
NFTO;TO;NFO
YYNG;AU;NGA
ZSNB;CN;NGB
TUPA;VG;NGD
FKKN;CM;NGE
PHNG;US;NGF
NFNG;FJ;NGI
RU-0025;RU;NGK
FANG;ZA;NGL
RJGG;JP;NGO
ZUAL;CN;NGQ
RJFU;JP;NGS
KNGU;US;NGU
VNMA;NP;NGX
OMDM;AE;NHD
HSNW;SD;NHF
KNHK;US;NHK
OPNK;PK;NHS
EGWU;GB;NHT
NTMD;PF;NHV
KNBJ;US;NHX
KNHZ;US;NHZ
GLNA;LR;NIA
PAFS;US;NIB
YCNF;AU;NIF
NGNU;KI;NIG
DRRN;NE;NIM
FZBI;CD;NIO
KNIP;US;NIP
AYSE;PG;NIS
LFBN;FR;NIT
NTKN;PF;NIU
GANR;ML;NIX
RJTA;JP;NJA
USNN;RU;NJC
ORNI;IQ;NJF
KNJK;US;NJK
YNKA;AU;NKB
GQNO;MR;NKC
NKD;ID;NKD
ZSNJ;CN;NKG
AK62;US;NKI
FZAR;CD;NKL
RJNA;JP;NKM
AYNA;PG;NKN
NTKU;PF;NKP
FKAN;CM;NKS
LTCV;TR;NKT
FXNK;LS;NKU
FJDG;IO;NKW
KNKX;US;NKX
FCBY;CG;NKY
FLND;ZM;NLA
KNLC;US;NLC
MMNL;MX;NLD
K3TR;US;NLE
YDNI;AU;NLF
PAOU;US;NLG
NLH;CN;NLH
UHNN;RU;NLI
YSNF;NF;NLK
YNUL;AU;NLL
O19;US;NLN
FZAB;CD;NLO
FANS;ZA;NLP
YNIC;AU;NLS
ZWNL;CN;NLT
MMSM;MX;NLU
UKON;UA;NLV
UTKN;UZ;NMA
VADN;IN;NMB
MYEN;BS;NMC
PAGT;US;NME
PA-0017;PA;NMG
CER4;CA;NML
AYNO;PG;NMN
YNMN;AU;NMP
YNAP;AU;NMR
VYNS;MM;NMS
VYNT;MM;NMT
GMMY;MA;NNA
AGGT;SB;NNB
NND;MZ;NND
ZGNN;CN;NNG
FYNA;NA;NNI
5NK;US;NNK
PANO;US;NNL
ULAM;RU;NNM
EICA;IE;NNR
VTCN;TH;NNT
SNNU;BR;NNU
WRLF;ID;NNX
ZHNY;CN;NNY
YSNW;AU;NOA
MRNS;CR;NOB
EIKN;IE;NOC
EDWS;DE;NOD
MMNG;MX;NOG
USRO;RU;NOJ
SWXV;BR;NOK
NOM;PG;NOM
NGTO;KI;NON
NOO;PG;NOO
LTCM;TR;NOP
BINF;IS;NOR
FMNN;MG;NOS
KDVO;US;NOT
NWWW;NC;NOU
FNHU;AO;NOV
UNWW;RU;NOZ
KNPA;US;NPA
NZNR;NZ;NPE
NPG;PG;NPG
KU14;US;NPH
NZNP;NZ;NPL
WIOG;ID;NPO
YNPB;AU;NPP
SJNP;BR;NPR
KUUU;US;NPT
SK-021;CO;NPU
KNQA;US;NQA
KNQI;US;NQI
SWNQ;BR;NQL
SAZN;AR;NQN
EGBN;GB;NQT
SKNQ;CO;NQU
KNQX;US;NQX
EGHQ;GB;NQY
YNAR;AU;NRA
KNRB;US;NRB
EDWY;DE;NRD
WAPG;ID;NRE
YNRG;AU;NRG
K3O9;US;NRI
ESSP;SE;NRK
EGEN;GB;NRL
GANK;ML;NRM
EDLV;DE;NRN
TJRV;PR;NRR
KNRS;US;NRS
RJAA;JP;NRT
NRY;AU;NRY
BS-NSB;BS;NSB
KNSE;US;NSE
OINN;IR;NSH
FKYS;CM;NSI
UOOO;RU;NSK
KDVP;US;NSL
YNSM;AU;NSM
NZNS;NZ;NSN
YSCO;AU;NSO
VTSF;TH;NST
YNSH;AU;NSV
LICZ;IT;NSY
ENNO;NO;NTB
MZ-0005;MZ;NTC
KNTD;US;NTD
LFRS;FR;NTE
CN-NTG;CN;NTG
WASB;ID;NTI
K41U;US;NTJ
YWLM;AU;NTL
YNTN;AU;NTN
GVAN;CV;NTO
RJNW;JP;NTQ
MMAN;MX;NTR
NFTP;TO;NTT
KNTU;US;NTU
WION;ID;NTX
FAPN;ZA;NTY
YNUM;AU;NUB
HSNH;SD;NUD
EDDN;DE;NUE
NUF;LK;NUF
NUG;PG;NUG
PAQT;US;NUI
NTGW;PF;NUK
PANU;US;NUL
16A;US;NUP
KNUQ;US;NUQ
YNUB;AU;NUR
NVSP;VU;NUS
HKNK;KE;NUU
KNUW;US;NUW
USMU;RU;NUX
SKNV;CO;NVA
MNNG;NI;NVG
UTSA;UZ;NVI
ENNK;NO;NVK
KO02;US;NVN
SWNA;BR;NVP
LFQG;FR;NVS
SBNF;BR;NVT
IN-NVY;IN;NVY
FMCI;KM;NWA
EGSH;GB;NWI
PG-0035;PG;NWT
NWT;PG;NWT
USHN;RU;NYA
HKNI;KE;NYE
DGSN;GH;NYI
HKNY;KE;NYK
USMM;RU;NYM
YNYN;AU;NYN
ESKN;SE;NYO
UENN;RU;NYR
VYEL;MM;NYT
VYBG;MM;NYU
VYMY;MM;NYW
FNZG;AO;NZA
SPZA;PE;NZC
GUNZ;GN;NZE
ZBMZ;CN;NZH
ZBZL;CN;NZL
KNZY;US;NZY
OAA;AF;OAA
YORG;AU;OAG
OASD;AF;OAH
OAIX;AF;OAI
KOAJ;US;OAJ
KOAK;US;OAK
SSKW;BR;OAL
NZOU;NZ;OAM
MHEA;HN;OAN
KOAR;US;OAR
OASA;AF;OAS
MMOX;MX;OAX
OAZI;AF;OAZ
HDOB;DJ;OBC
ID-OBD;ID;OBD
KOBE;US;OBE
EDMO;DE;OBF
SNTI;BR;OBI
EBZR;BE;OBL
AYMB;PG;OBM
EGEO;GB;OBN
RJCB;JP;OBO
LFHO;FR;OBS
PAOB;US;OBU
PG-OBX;PG;OBX
07FA;US;OCA
SECO;EC;OCC
KOXB;US;OCE
KOCF;US;OCF
KOCH;US;OCH
MKBS;JM;OCJ
YBGD;AU;OCM
KOKB;US;OCN
OCS;GQ;OCS
SKOC;CO;OCV
KOCW;US;OCW
FEFW;CF;ODA
LEBA;ES;ODB
KO27;US;ODC
YOOD;AU;ODD
EKOD;DK;ODE
EGVO;GB;ODH
FEGO;CF;ODJ
YCOD;AU;ODL
WBGI;MY;ODN
UIKB;RU;ODO
YORV;AU;ODR
UKOO;UA;ODS
KOKH;US;ODW
VLOS;LA;ODY
KOEA;US;OEA
WPOC;TL;OEC
UUOR;RU;OEL
SMPA;SR;OEM
KOEO;US;OEO
ESNO;SE;OER
SAVN;AR;OES
KOFF;US;OFF
DIOF;CI;OFI
BIOF;IS;OFJ
KOFK;US;OFK
NSAS;AS;OFU
KOGA;US;OGA
KOGB;US;OGB
KOGD;US;OGD
OGE;PG;OGE
PHOG;US;OGG
SYGO;GY;OGL
OGM;PA;OGM
ROYN;JP;OGN
DIAU;CI;OGO
FTTB;TD;OGR
KOGS;US;OGS
TR-0025;TR;OGU
DAUU;DZ;OGX
URMO;RU;OGZ
NZOH;NZ;OHA
MG-0001;MG;OHB
LWOH;MK;OHD
ZYMH;CN;OHE
UHSH;RU;OHH
FYOS;NA;OHI
UHOO;RU;OHO
EDXY;DE;OHR
OOSH;OM;OHS
OPKT;PK;OHT
SDOW;BR;OIA
KOIC;US;OIC
RJTO;JP;OIM
RJEO;JP;OIR
RJFO;JP;OIT
KOJC;US;OJC
ROAH;JP;OKA
AU-OKB;AU;OKB
KOKC;US;OKC
RJCO;JP;OKD
RJKB;JP;OKE
FYOO;NA;OKF
CG-OKG;CG;OKG
RJNO;JP;OKI
RJOB;JP;OKJ
KOKK;US;OKK
WAJO;ID;OKL
KOKM;US;OKM
FOGQ;GA;OKN
RJTY;JP;OKO
AYOJ;PG;OKP
WAKO;ID;OKQ
YYKI;AU;OKR
KOKS;US;OKS
UWUK;RU;OKT
FYMO;NA;OKU
OKV;PG;OKV
YBOK;AU;OKY
ENOL;NO;OLA
LIEO;IT;OLB
SDCG;BR;OLC
KOLD;US;OLD
KOLF;US;OLF
BIRF;IS;OLI
NVSZ;VU;OLJ
PY-OLK;PY;OLK
FCOD;CG;OLL
KOLM;US;OLM
AR-0494;AR;OLN
LKOL;CZ;OLO
YOLD;AU;OLP
OLQ;PG;OLQ
AF11;AF;OLR
KOLS;US;OLS
KOLV;US;OLV
UEMO;RU;OLZ
KOMA;US;OMA
FOOH;GA;OMB
RPVO;PH;OMC
FYOG;NA;OMD
PAOM;US;OME
OJMF;JO;OMF
FYOE;NA;OMG
OITR;IR;OMH
OIAJ;IR;OMI
KOMK;US;OMK
OOMX;OM;OMM
OMN;IN;OMN
LQMO;BA;OMO
LROD;RO;OMR
UNOO;RU;OMS
OMY;KH;OMY
ONB;PG;ONB
FYOA;NA;OND
YMTI;AU;ONG
WABD;ID;ONI
RJSR;JP;ONJ
UERO;RU;ONK
KONL;US;ONL
KONO;US;ONO
KONP;US;ONP
LTAS;TR;ONQ
YMNK;AU;ONR
YOLW;AU;ONS
KONT;US;ONT
NFOL;FJ;ONU
MPEJ;PA;ONX
PAOO;US;OOK
YBCG;AU;OOL
YCOM;AU;OOM
YMOO;AU;OOR
NGON;KI;OOT
BIKP;IS;OPA
AYOY;PG;OPB
KOPF;US;OPF
YOEN;AU;OPI
LPPR;PT;OPO
SWSI;BR;OPS
PG-OPU;PG;OPU
FYOP;NA;OPW
SASO;AR;ORA
ESOE;SE;ORB
SKOE;CO;ORC
KORD;US;ORD
LFOJ;FR;ORE
KORF;US;ORF
SMZO;SR;ORG
KORH;US;ORH
SYOR;GY;ORJ
EICK;IE;ORK
KORL;US;ORL
EGBK;GB;ORM
DAOO;DZ;ORN
MHYR;HN;ORO
FBOR;BW;ORP
YYOR;AU;ORR
PAOR;US;ORT
SLOR;BO;ORU
PFNO;US;ORV
OPOR;PK;ORW
SNOX;BR;ORX
LFPO;FR;ORY
BZ-ORZ;BZ;ORZ
KOSC;US;OSC
ESNZ;SE;OSD
OSE;PG;OSE
UUMO;RU;OSF
OSG;PG;OSG
KOSH;US;OSH
LDOS;HR;OSI
ESMO;SE;OSK
ENGM;NO;OSL
ORBM;IQ;OSM
RKSO;KR;OSN
YOSB;AU;OSO
LKMT;CZ;OSR
UAFO;KG;OSS
EBOS;BE;OST
KOSU;US;OSU
UWOR;RU;OSW
ENNM;NO;OSY
EPKO;PL;OSZ
FTTL;TD;OTC
PA-OTD;PA;OTD
KOTH;US;OTH
WAMR;ID;OTI
FYOW;NA;OTJ
KTMK;US;OTK
GQNB;MR;OTL
KOTM;US;OTM
2IG4;US;OTN
LROP;RO;OTP
MRCC;CR;OTR
K74S;US;OTS
OTT;BR;OTT
OTY;PG;OTY
PAOT;US;OTZ
DFFD;BF;OUA
GMFO;MA;OUD
FCOU;CG;OUE
DFCC;BF;OUG
FAOH;ZA;OUH
GB-OUK;GB;OUK
EFOU;FI;OUL
OUM;TD;OUM
KOUN;US;OUN
FKKI;CM;OUR
SDOU;BR;OUS
FTTS;TD;OUT
GQPZ;MR;OUZ
FMSL;MG;OVA
UNNT;RU;OVB
LEAS;ES;OVD
KOVE;US;OVE
FAOB;ZA;OVG
SCOV;CL;OVL
SAZF;AR;OVR
USHS;RU;OVS
KOWA;US;OWA
KOWB;US;OWB
KOWD;US;OWD
KOWK;US;OWK
GGOV;GW;OXB
KOXC;US;OXC
KOXD;US;OXD
EGTK;GB;OXF
OXO;AU;OXO
KOXR;US;OXR
YMNY;AU;OXY
SATG;AR;OYA
FOGO;GA;OYE
UG-OYG;UG;OYG
SBOI;BR;OYK
HKMY;KE;OYL
YOUY;AU;OYN
SAZH;AR;OYO
SOOG;GF;OYP
KOZA;US;OZA
RPMO;PH;OZC
GMAZ;MA;OZG
UKDE;UA;OZH
LEMO;ES;OZP
KOZR;US;OZR
GMMZ;MA;OZZ
VYPA;MM;PAA
VABI;IN;PAB
MPMG;PA;PAC
EDLP;DE;PAD
KPAE;US;PAE
HUKF;UG;PAF
RPMP;PH;PAG
KPAH;US;PAH
OPPC;PK;PAJ
PHPA;US;PAK
SKPQ;CO;PAL
KPAM;US;PAM
VTSK;TH;PAN
KPAO;US;PAO
MTPP;HT;PAP
PAAQ;US;PAQ
LGPA;GR;PAS
VEPT;IN;PAT
VYPK;MM;PAU
SBUF;BR;PAV
MTPX;HT;PAX
WBKP;MY;PAY
MMPA;MX;PAZ
SSPN;BR;PBB
MMPB;MX;PBC
VAPR;IN;PBD
SKPR;CO;PBE
KPBF;US;PBF
KPBG;US;PBG
VQPR;BT;PBH
KPBI;US;PBI
NVSI;VU;PBJ
SVPC;VE;PBL
SMJP;SR;PBM
FNPA;AO;PBN
YPBO;AU;PBO
MRIA;CR;PBP
SWPM;BR;PBQ
MGPB;GT;PBR
PY-PBT;PY;PBT
VYPT;MM;PBU
SWPG;BR;PBV
SWPQ;BR;PBX
FAPG;ZA;PBZ
PAOC;US;PCA
WIHP;ID;PCB
SK-045;CO;PCC
KPDC;US;PCD
FAPS;ZA;PCF
GT-0004;GT;PCG
MHPC;HN;PCH
PY-PCJ;PY;PCJ
SPCL;PE;PCL
MX-PCM;MX;PCM
NZPN;NZ;PCN
PCO;MX;PCO
MMPL;MX;PCO
FPPR;ST;PCP
PCQ;LA;PCQ
SKPC;CO;PCR
SNPC;BR;PCS
K39N;US;PCT
KM13;US;PCU
MX-PCV;MX;PCV
SKPD;CO;PDA
4K0;US;PDB
NWWQ;NC;PDC
FQPO;MZ;PDD
YPDI;AU;PDE
SNRD;BR;PDF
WIPT;ID;PDG
PDI;PG;PDI
KPDK;US;PDK
LPPD;PT;PDL
MP00;PA;PDM
YPDA;AU;PDN
WIPQ;ID;PDO
SULS;UY;PDP
PDR;BR;PDR
MMPG;MX;PDS
KPDT;US;PDT
SUPU;UY;PDU
LBPD;BG;PDV
KPDX;US;PDX
SVPE;VE;PDZ
YPSH;AU;PEA
PEC;US;PEC
LKPD;CZ;PED
USPP;RU;PEE
EDCP;DE;PEF
LIRZ;IT;PEG
SAZP;AR;PEH
SKPE;CO;PEI
ZBAA;CN;PEK
FXPG;LS;PEL
SPTU;PE;PEM
WMKP;MY;PEN
AU-PEP;AU;PEP
KPEQ;US;PEQ
YPPH;AU;PER
ULPB;RU;PES
SBPK;BR;PET
MHPL;HN;PEU
LHPP;HU;PEV
OPPS;PK;PEW
UUYP;RU;PEX
YPNG;AU;PEY
UWPP;RU;PEZ
SBPF;BR;PFB
PFC;US;PFC
BIPA;IS;PFJ
LCPH;CY;PFO
OITP;IR;PFQ
FZVS;CD;PFR
KPGA;US;PGA
AYPC;PG;PGB
KW99;US;PGC
KPGD;US;PGD
PGE;PG;PGE
LFMP;FR;PGF
VIPT;IN;PGH
FNCH;AO;PGI
WIPK;ID;PGK
KPQL;US;PGL
PGM;US;PGM
AYPG;PG;PGN
KPSO;US;PGO
KPGR;US;PGR
OIBP;IR;PGU
KPGV;US;PGV
LFBX;FR;PGX
SSZW;BR;PGZ
VVPR;VN;PHA
SBPB;BR;PHB
DNPO;NG;PHC
KPHD;US;PHD
YPPD;AU;PHE
KPHF;US;PHF
NG-0004;NG;PHG
VVPT;VN;PHH
SNYE;BR;PHI
KPHK;US;PHK
KPHL;US;PHL
KPHN;US;PHN
PAPO;US;PHO
KPHP;US;PHP
YTMO;AU;PHQ
VTPP;TH;PHS
KPHT;US;PHT
FAPH;ZA;PHW
KPHX;US;PHX
VTPB;TH;PHY
KPIA;US;PIA
KPIB;US;PIB
MBPI;TC;PIC
MYPI;BS;PID
KPIE;US;PIE
RCSQ;TW;PIF
KPIH;US;PIH
EGPK;GB;PIK
SGPI;PY;PIL
KPIM;US;PIM
SWPI;BR;PIN
SPSO;PE;PIO
PAPN;US;PIP
KPIR;US;PIR
LFBI;FR;PIS
KPIT;US;PIT
SPUR;PE;PIU
SNPX;BR;PIV
CZMN;CA;PIW
LPPI;PT;PIX
PPIZ;US;PIZ
ESUP;SE;PJA
KPAN;US;PJB
SGPJ;PY;PJC
OPPG;PK;PJG
MRPJ;CR;PJM
PAPK;US;PKA
KPKB;US;PKB
UHPP;RU;PKC
KPKD;US;PKD
YPKS;AU;PKE
KPKF;US;PKF
WMPA;MY;PKG
GT-PKJ;GT;PKJ
VYPU;MM;PKK
WAOI;ID;PKN
DBBP;BJ;PKO
NTGP;PF;PKP
VNPK;NP;PKR
YPKT;AU;PKT
WIBB;ID;PKU
ULOO;RU;PKV
FBSP;BW;PKW
ZBAD;CN;PKX
WAOP;ID;PKY
VLPS;LA;PKZ
MRCR;CR;PLD
PLE;PG;PLE
FTTP;TD;PLF
BZ-PLJ;BZ;PLJ
KPLK;US;PLK
SBMN;BR;PLL
WIPP;ID;PLM
KPLN;US;PLN
YPLC;AU;PLO
EYPA;LT;PLQ
KPLR;US;PLR
MBPV;TC;PLS
SKPL;CO;PLT
SBBH;BR;PLU
UKHP;UA;PLV
WAML;ID;PLW
UASS;KZ;PLX
KC65;US;PLY
FAPE;ZA;PLZ
HTPE;TZ;PMA
KPMB;US;PMB
SCTE;CL;PMC
KPMD;US;PMD
LIMP;IT;PMF
SBPP;BR;PMG
KPMH;US;PMH
LEPA;ES;PMI
YPAM;AU;PMK
PAAL;US;PML
PMM;TH;PMM
AYPQ;PG;PMN
LICJ;IT;PMO
PMP;PG;PMP
SAWP;AR;PMQ
NZPM;NZ;PMR
OSPR;SY;PMS
SYPM;GY;PMT
SVMG;VE;PMV
SBPJ;BR;PMW
13MA;US;PMX
SAVY;AR;PMY
MRPM;CR;PMZ
LEPP;ES;PNA
SBPN;BR;PNB
KPNC;US;PNC
BZ-PND;BZ;PND
KPNE;US;PNE
SSPG;BR;PNG
VDPP;KH;PNH
PTPN;FM;PNI
WIOO;ID;PNK
LICG;IT;PNL
KPNN;US;PNN
AYGR;PG;PNP
VAPO;IN;PNQ
FCPP;CG;PNR
KPNS;US;PNS
SCNT;CL;PNT
KU55;US;PNU
EYPP;LT;PNV
KGYI;US;PNX
VOPC;IN;PNY
SBPL;BR;PNZ
SBPA;BR;POA
KPOB;US;POB
KPOC;US;POC
GOSP;SN;POD
KPOE;US;POE
KPOF;US;POF
FOOG;GA;POG
SLPO;BO;POI
SNPD;BR;POJ
FQPB;MZ;POL
AYPY;PG;POM
MGPP;GT;PON
SBPC;BR;POO
MDPP;DO;POP
EFPO;FI;POR
TTPP;TT;POS
MKKJ;JM;POT
KPOU;US;POU
LZPW;SK;POV
LJPZ;SI;POW
LFPT;FR;POX
KPOY;US;POY
EPPO;PL;POZ
KPPA;US;PPA
SBDN;BR;PPB
PAPR;US;PPC
AMC;MX;PPE
KPPF;US;PPF
NSTU;AS;PPG
SVPH;VE;PPH
YPIR;AU;PPI
ID-0003;ID;PPJ
UACP;KZ;PPK
VNPL;NP;PPL
KPMP;US;PPM
SKPP;CO;PPN
YBPN;AU;PPP
NZPP;NZ;PPQ
WIDE;ID;PPR
RPVP;PH;PPS
NTAA;PF;PPT
VYPP;MM;PPU
19P;US;PPV
